시장명,별점,리뷰
광산구 우산매일시장,4,"['진짜 너무한거 아닙니까... 시장 튀김집옆에 물고기파는곳에 식혜를팔고 있길래 2개에 1만원주고 구매해서 녹여가지고 먹고있는데 머리카락도아니고 꼬불털2개가 들어가있네요? 입맛도 뚝 떨어지고 그냥 다 버렸네요 다신가고싶지 않아요', '(좀끝쪽)중간에 맛잇는 반찬집잇어서 매번 새김치 먹고싶울때 갑니다 ㅎㅎ', '라면먹고 싶을때 살은찐다그러면 추어탕 한그릇 조상님의 맛! 표현 끝내줍니다', '좋아요', '시장이 작지만 알차요~']"
광산구 월곡시장,3.8,"['근처에 재래시장이  없어서 \n월곡시장을  자주  가는데\n한국...더보기', '조개를 사는데 일회용봉투에 물이랑\n같이 무게를 재는게 말이 되나요?\n물빼주라고 요청하니까 찔끔빼서 제가 직접...더보기', '점심때 방문하여 둘러보다가 황금장어마을에서 식사...맛있고 친절함 그리고 꽈배기집과 호떡집 들르고 커피방아간에서 드립용커피도 구입...시장이 아주 크진 않아 둘러보기 좋고 냉방시설도 되어있...더보기', '겉에는 커보여서 기대하고 갔는데 너어어어어무 없음 유일하게 호떡장사만 잘됨', '도심속에 있는 재례시장입니다 접근성이 좋습니다', '바로  옆  주차장이  있어  편하게  다녀왔습니다\n주차장에서  입구  연결 입니다', '늘 처음처럼...', '이곳은. 먹거리가 많고. 옷가게많아요']"
동구 대인시장,2.9,"['야시장 파는 품목은 비슷비슷한데 분위기가 좋네요 ㅋㅋ 중간중간 좀 힙한 가게도 있고 공연도 있고요', '가지않습니다\n사지않습니다', '관광객이 갈만한 곳은 아니라고 생각합니다', '야시장 할 때 가면 좋아요', '정말 먹을거리는 최악충에 최악. \n저기 담긴 접시가 모두 각각 만원이다. \n야시장이고 축제 느낌이니 가격이 있을 수 있다고 생각하고 돌아다녔다. 이후에 다시 똑같은 지점에서 닭...더보기', '할로윈 축제 한다고 해서 갔는데, 대체 뭘 하는건지... 행사장에는 할로윈 분장 또는 입장료를 안내면 못들어간다 하고, 갔던 지인 말 들어보면 행사장에서 나가면 ...더보기', '모처럼 고향의 향수를 느끼고자 야시장을 방문하였습니다.  극히 일부겠지만 음식도 아닌 쓰레기라 표현하고 싶은 음식을 파는 아주머니 때문에 화가 나네요.   물론 손님이 많아 바쁘다보니.내고향이니 그...더보기', '먹는것도 다양해요\n기본 큰 가게들 말고 사이드 돌면 더 푸짐해요', '토요일 야시장때문에 일부러왔는데 코로나라서 안 하네요. 인터넷에 여는 걸로 보고 나름 찾아보고 온건데 알아보는 게 부족했나봐요.', '주차타워는 개인소유라  할인 잘안되니까 거기말고 한바꾸 돌아서 1층 주차장에 대세요~!~!~!', '세계에서 가장 더러운 시장 중 하나', '기대보다 별로였음. 왜 유명한지 잘 모르겠다.', '예술시장의 새로운 변화']"
동구 산수시장,5,[]
동구 남광주해뜨는시장,,[]
동구 남광주시장,4.5,"['해산물이 싱싱해요\n주차 편리하고\n친절해요', '내부 길목에 채소튀김 파는 집 맛있어요\n채소튀김 라인 옆옆건물인가 진열대에 돼지머리 고기 넣고 파시는 곳 여기도 쫄깃하니 맛있...더보기', '있을건 다 있는 가격도 저렴한 재래시장 둘러보기 편하고 눈과 입이 즐거운곳', '생선구이 5천원이라면서 카드주니까 6천원 결제해놨네']"
북구 두암시장,5,[]
북구 말바우시장,4.4,"['장날은 2.4.7.9  입니다  참고 하세요', '2일과 4일 7일 9일이 장날인 특이한 곳.\n상인들이 친절하고 확실히 싸네요.\n먹을 것도 많고요...더보기', '???��??????????????????????????', '처음 간 곳인데 이렇게 가는게 만나 싶었는데 결국 차아 도착했고 좋은 시간이몄습니다', '아시는 분이 말바우 시장 안에 국산콩 두부 직접 만드는 곳 오픈했늣데요 국산콩 1모 4천원인데 아깝지가 않습니다 최고~~~', '유명합니다.\n버스 정류장 떡집 당골 입니다.', '2,4,7,9일 장날마다 매일 시끌벅적해요 볼거리도 많고 먹거리도 많고 재밌어요 ㅎ', '장성역 광장  야경 멋지죠?']"
북구 운암시장,3.7,['먹을곳도 볼곳도 없내요.\n재래시장의 현주소가 너무 안탔깝내요.']
북구 중흥시장,,[]
서구 광주양동시장,3.3,"['인스타에서 먹거리도 많고 광주에 살면 한번은 꼭 가봐야 하는 큰 시장이라는 말에 룸메랑 가봤는데,,\n오일장 생각하고 가서 그런지...더보기', '치킨 먹으로만 가요', '안까지 들어가보진 아니하였다만 황량함.', '시장이 대단히 너무 커서 놀람. 서울에서 당일로 펭귄마을 방문후 점심먹으러 감. 흥미로운 곳. 엄마가 좋아하심', '노답 비싸고 맛없고 …', '비싸고,맛없고,불친절~~~', '호남 최대의 시장, 100년의 전통이 있는 시장이랍니다.  주변에 맛집도 많아유 ㅎㅎ', '식당을 이용하거나 과일을 살 때는 저렴한 편이겠지만 기성제품을 사기에는 저렴한 시장은 아님.', '지하철 연결로 접근성이 꽤나 뛰어난 시장. 가끔씩 하는 야시장도 어느정도 재밌음', '한 가게 들어가면 다른 가게에 갈 수 없게 자꾸 물건을 권하여 다른 가게와 가격과 상품 비교 할 기회를 가질 수 없게 한다', '천변 상가건물 뒤쪽으로 음식점 있는 상가 2층. 야외에서 먹을 수 있어서 마치 소풍 온 것 처럼 편안하고, 느긋하게 먹을 수 있어 좋다.']"
서구 양동닭전길시장,,[]
서구 양동건어물시장,,[]
서구 양동복개상가,,[]
서구 양동수산전통시장,,[]
서구 양동산업용품시장,,[]
서구 양동경열로시장,3.3,"['인스타에서 먹거리도 많고 광주에 살면 한번은 꼭 가봐야 하는 큰 시장이라는 말에 룸메랑 가봤는데,,\n오일장 생각하고 가서 그런지...더보기', '치킨 먹으로만 가요', '안까지 들어가보진 아니하였다만 황량함.', '시장이 대단히 너무 커서 놀람. 서울에서 당일로 펭귄마을 방문후 점심먹으러 감. 흥미로운 곳. 엄마가 좋아하심', '노답 비싸고 맛없고 …', '비싸고,맛없고,불친절~~~', '호남 최대의 시장, 100년의 전통이 있는 시장이랍니다.  주변에 맛집도 많아유 ㅎㅎ', '식당을 이용하거나 과일을 살 때는 저렴한 편이겠지만 기성제품을 사기에는 저렴한 시장은 아님.', '지하철 연결로 접근성이 꽤나 뛰어난 시장. 가끔씩 하는 야시장도 어느정도 재밌음', '한 가게 들어가면 다른 가게에 갈 수 없게 자꾸 물건을 권하여 다른 가게와 가격과 상품 비교 할 기회를 가질 수 없게 한다', '천변 상가건물 뒤쪽으로 음식점 있는 상가 2층. 야외에서 먹을 수 있어서 마치 소풍 온 것 처럼 편안하고, 느긋하게 먹을 수 있어 좋다.']"
서구 화정동서부시장,,[]
강진군 강진읍시장,4.4,"['개맛도리꽈배기,, 4일,9일 장날입니다', '여기 길거리 노점에서 사먹은 옥수수꽈베기  진짜 계속생각 나는맛!']"
강진군 마량5일시장,,[]
강진군 병영5일시장,4.3,"['장날 3일 8일 이에요..못감', '강정례 배진강 연탄불고기\n4일과 9일에 5일장 열림!']"
고흥군 고흥전통시장,3.8,"['생각보다는 볼거리가 많지 않아서 아쉬웠지만...그 유명한 생선구이.. 정말 맛있더라구요. 숙소에 사가서 술안주로 너무 맛있게 먹었어요.', '좋아요', '4, 9일이 장날이라고 합니다.', '시장에 다양한 이벤트가 생기는 거 같아 좋아요!', '혹시 생선구이 먹으러가는 사람 참조\n포장, 택배만 됩니다. 식당에서 먹을수있는 구조가 아닙니다.갔다가 헛걸음만.\n안먹어서 맛은 모르겠지만 바로 먹어야 맛있지 시간 지나서 먹으려니 글쎄...']"
고흥군 과역전통시장,,[]
고흥군 녹동전통시장,4.3,['이른 아침이라 그런지 한적한 아담한 시골 재래시장입니다. 엉터리김밥은 한번 먹어봐야죠~']
고흥군 도화전통시장,,[]
고흥군 동강전통시장,4.5,[]
곡성군 곡성기차마을전통시장,2.5,"['장미축제 사람은 엄청많고 볼거는 없네요', '관광코스로 오기엔 규모나 파는것들 음식 다 거시기함', '시장규모도 적고 한적하여 별로 잼없어요.........\n맛나는 음식 없어요  비샤고 .......', '날자 끝자리 3일, 8일날만 장이 선다고 합니다. 미리 동선 짜서 가시길.']"
곡성군 석곡전통시장,,[]
곡성군 옥과5일시장,,[]
광양시 광양5일시장,3.4,['다양한 물건에~~~~~\n녹두지짐 반죽 최고입니다']
광양시 광영상설시장,,[]
광양시 옥곡5일시장,4,"['없는게 없네요', '이불가게 최악이예요...불친절하시고  물건값도 바가지 씌우고 재래시장에 안가고 싶다고 하네요.\n시장안에. 이불 파는...더보기']"
광양시 중마시장,4.2,"['맛있게 잘먹었습니다. 하지만 어떤횟집에서 2명이라고 자리가 없다고 하고 4명은 받는 횟집이 있더라고요 저희가 바로 앞 횟집에서 보고 있었는데 참 어이없습니다. 저희가 여수에서 주말마다 자주오는데 그런건 아...더보기', '가성비 좋은 시장', '붉바리를 처음 맛 본곳. 활어회 떠서 사\n먹기 좋은 시장이었습니다', '중마시장 안 참새식당에 갈치조림 진짜 맛있습니다.\n먹어 본 조림 중 최고, 가격도 저렴한데 갈치도 많이 들어있어요', '진월횟집 사장님의 친절한 가격안내와 깔끔하고 깨끗한 음식및 손님을 배려하는 마음 최고에. 서비스을 밭고 왓습니다']"
구례군 구례5일시장,4.6,"['구례 오일장 주차 편합니다.\n저 같은 경우는 5일 장날은 아니었지만 산수유 축제 기간 중이어서 많은 가게들이 열었습니다.\n시장 안에서 식사를 했고 장을 ...더보기', '구례5일장이 이렇게나 큰 장이었구나,\n한바퀴 도는데 한참 걸림\n역쉬~\n...더보기', '구례 5일장 3일 8일장', '(별 거 아닌 화개장터가 노래 때문에 유명해져서 멋모르고 거기 갔다가 대개 후회하는데) 이 근방에서는 여기가 즐길거리 많은 전통시장임. \n■5일장은 3이나 8로 끝나는 날짜에 열림. ■...더보기', '비오는날. 오후늦게방문\n오일장이라. 날짜체크하는거은필수', '달력 숫자에 3과 8일 들어가는 날짜에만 열리는 오일장\n적당한 규모에 괜찮은 가격이 장점이지만\n오후 4시부터는 파장 분위기라 일찍 방문해야 함;;']"
구례군 구례상설시장,,[]
구례군 지리산나들이장터,1,['장터는 여러가지로 미비하고...근처 식당도 절대로 가지마라. 진짜로 성의없는 들깨칼국수 5천원도 아까운거를 1만원 받아먹는다.같잖은 연예인 싸인은 덕지덕지 아무리 관광지라지만.... 혀를 내두른다.']
나주시 공산5일시장,,[]
나주시 남평5일시장,,[]
나주시 다시5일시장,,[]
나주시 나주목사고을시장,4.2,"['고구마파는 성진상회.\n지난 장날(1.14)에 25,000원짜리 고구마를 삿는데,\n속에다 앙꼬를 박아서 파...더보기', '시장 깨끗합니다. 젓갈 구매했는데 맛있네요', '상인들 친절하고 시장 깨끗하고~\n단점은 일요일에 한번씩 휴점한다는거.\n발길돌린게 한두번이 아니네..', '의외로 크고 의의로 종류가 많았고 생각보다 비쌌다.\n서울 전통시장보다 더 비싸다. 시골이라 더 쌀 줄 알았는데..... 여러 가지 구경하고 호떡, 꼬치 사 먹고 하는 그런 시골장터 느낌은 좋았다.', '항상 재래시장은  나들이가기 좋은 곳인것같아요.\n어떤지역을 가던  ...더보기', '집에서 가깝고 주차공간 좋고 시장명이\n목사 고을이라 좋아요', '1000년 도읍지금성관들러서목사골시장을\n갔는데가격ㆍ친절ㆍ품목수다양ㆍ품질먼에서만족항', '시장 환경이 깨끗하여서좋다.\n주차장 좋다.', '생선이신선하다', '참안내을잘하시네요 고맙습니다', '모든것을 만족하는데 시장날은 주차관리 안내등 관리가 필요합니다.', '4  9일 장날', '시장에 김치 \n칼국수 \n고기 족발 \n등 싱싱하고 ...더보기', '나주음식이  점점  이상해지고  있음.   맛도별로고  개선할 의지도  노력도  점점  없어지는듯.', '시장 입구쪽에 분식집있는데, 친절하시고 떡볶이랑 김밥 정말맛있었어요!! 다음에 또 갈거에요~~']"
나주시 세지5일장,1,[]
나주시 영산포풍물시장,4.5,[]
목포시 목포종합수산시장,2.8,"['다 좋은데 호객행위가 넘 심하다 -.- 정신 없음\n홍어가격은 국내산3만 흑산도산5만 균일가이고 수입산은 여까지 와서 사먹을 이유가 없는듯. 보통 홍어사면 ...더보기', '목포역 뒷편에 위치해있길래 제법 규모가 있는줄알았는데 세상 적고 세상 종류도 적어요ㅠㅠㅠㅠ목포여행 가시는분들 여기 가시지말고 차라리 동부시장을 가세요ㅠㅠㅠㅠ가시면 실망만 하실듯', '종합수산시장이라고 해서 가보니 홍어만 거의 다 팔더라구요. 종합수산시장보다는 홍어수산시장이라고 하는게 더 관광객들에게 좋을 것 같아요.', '생각보다 규모고 적고 생선 종류도 맣지않아 살만한게 별로 없었어요', '살만한 생선이 없다', '좋아요', '넘 좋아용.', '♬♬♬이맛없습니다.가지마세요', '현지인은 거의 없는 곳. 위생이나 친절도 가격이 별로.... 현지인은 동부시장이나 근처 다른 시장가요~ 다른 곳이 훨씬 쾌적하고 친절하더라고요', '너무 더럽네요 날벌레들 다 생선에 앉아있음 시장 말고 대형마트, 하나로마트 가세요....', '계산할때 카드결제금액 확인하세요.\n9만원어치 샀는데 10만원 계산되어있고, 따지니까 10만원 채워주겠다고 해서 그러라 했는데, 꽤 많은 생선을 손질하...더보기']"
목포시 중앙식료시장,4,['넘좁고 정신이없;;;']
목포시 청호시장,3.8,"['목포 여행 와서 시장 구경하시고 회 드실거면 여기로 가세요. 현지인이 가는 시장 같고, 회도 엄청 싸게 팔아요. 저희가 먹은 건 포장 기준 도다리는 2만원 홍어는 1만원이었어요(포장만 파는 것 같아요~)', '종종 가기 좋습니다 그래도 회는 바로뜬거 아니면 좀 별로네요 반찬가게들은 가격싸고 양도 많아서 좋아요', '한 달에 두 번 시골 부모님 뵈러 갈 때 들러 장도 보고 해야 해서 한 달에 두 번은 꼭 방문 하는데 상인들이 친절하고 가격도 착한 듯 합니다\n특히 회...더보기', '감사합니다', '위생이 나쁜 점포들이 눈에 들어오네요.\n특히 수산물 판매하시는분들 언제 구매한지도 모를 도마부터 바꾸셔야 합니다.', '만5천원 주고 족발 구매했는데 정말실망입니다 한번장사하고 말건지 이러니깐 이름있는 가게가는겁니다 뼈만 4분에 1입니다 다신 청호시장에서 족발구매 안하겁니다ㅜㅜ', '깔끔해요', '가성비맛최고 꼬치구이 끝자락 엄청']"
목포시 항동시장,2.8,"['다 좋은데 호객행위가 넘 심하다 -.- 정신 없음\n홍어가격은 국내산3만 흑산도산5만 균일가이고 수입산은 여까지 와서 사먹을 이유가 없는듯. 보통 홍어사면 ...더보기', '목포역 뒷편에 위치해있길래 제법 규모가 있는줄알았는데 세상 적고 세상 종류도 적어요ㅠㅠㅠㅠ목포여행 가시는분들 여기 가시지말고 차라리 동부시장을 가세요ㅠㅠㅠㅠ가시면 실망만 하실듯', '종합수산시장이라고 해서 가보니 홍어만 거의 다 팔더라구요. 종합수산시장보다는 홍어수산시장이라고 하는게 더 관광객들에게 좋을 것 같아요.', '생각보다 규모고 적고 생선 종류도 맣지않아 살만한게 별로 없었어요', '살만한 생선이 없다', '좋아요', '넘 좋아용.', '♬♬♬이맛없습니다.가지마세요', '현지인은 거의 없는 곳. 위생이나 친절도 가격이 별로.... 현지인은 동부시장이나 근처 다른 시장가요~ 다른 곳이 훨씬 쾌적하고 친절하더라고요', '너무 더럽네요 날벌레들 다 생선에 앉아있음 시장 말고 대형마트, 하나로마트 가세요....', '계산할때 카드결제금액 확인하세요.\n9만원어치 샀는데 10만원 계산되어있고, 따지니까 10만원 채워주겠다고 해서 그러라 했는데, 꽤 많은 생선을 손질하...더보기']"
무안군 무안전통시장,4.8,"['Once upon a time, the traditional market, which was held every five days, moved here and became a permanent market, so the old atmosphere has disappeared. But in...더보기', '주말에는 토요장이 열리구 노래자랑및 여러가지 행사가 진행됩니다', '일요일에 전체적으로 장사를 안하는 분위기\n젓갈집은 내일부터 판매할 젓갈 소분하고있슴\n홍어집아주머니는 사진찍겠다고 하...더보기', '토요야시장 굿.']"
무안군 일로전통시장,4,[]
보성군 벌교5일시장,4,"['벌교시장은...좀 개선을해야해요. 어둡고 음침하고...암튼  곤란해요', '벌교하면 꼬막~~ 신선한 꼬막 샀네용~', '조용한 시골 5일장 입니다', '벌교라는 이미지상 볼꺼리가 많을줄 알았는데 여느 재래시장 처럼 한가하네요… 꼬막시기가 아니라 그런지도~', '꼬막을 찾으신다면 그냥 인터넷에서 주문하거나 택배주문이 더 이득입니다.']"
보성군 벌교매일시장,,[]
보성군 녹차골보성향토시장,4,"['2,7일 장서는날', '? 매주 2일, 7일( 5일 간격 ) 열리는 시골 향토시장.\n\n? 규모가 작고 파는 물건들...더보기']"
보성군 보성매일시장,,[]
보성군 복내5일시장,5,[]
보성군 조성5일시장,,[]
순천시 웃장,4.2,"['오호 기회되면 가보겠습니다', '순대국밥에 당면순대는 사도임,', '할말이 없어요\n\n아쉽네요', '순대국밥 싸구려 당면순대 6개~7개 들어있는거 9천원. 내장같은거 1도없음. 돼지국밥 머리고기조금 맛도 그다지...\n이런데를 줄서서 먹고 티비방송나온게 ...더보기', '음식사진이 빠졌네요! 잘먹고 순천시립그림책도서관도 잘 다녀왔어요', '전국명소중 하나', '주차할곳도 있고 수육이 제공되는 국밥도 맛있습니다', '2인이상 써비스주는 머리 고기가 좋아요.국물은 머리고기에 콩나물이 들어간게 시원한게 좋아요', '돼지국밥 너무 맛있어요 찍어 놓은 사진이 어디갔는지 모르겠내요 상호가 기억이 ㅜㅜ', '아이고 이렇게 더운 휴가철에 국밥 먹으러 방문했더니\n일주일 이상 공사한다고 국밥거리 시장바닥 다 까 뒤집어 놓고 장사를 안한다니\n이게 왠 날벼락이요..굴착기까지 시장안에 점령을 해놓...더보기', '놀라운 맛읔 아니고 그냥 수육을 준다는 것에 의의', '혼자가면 안받는 식당 많다']"
순천시 승주시장,,[]
순천시 주암시장,4.5,"['재래시장', '4-9재래시장 5일장\n한산한 시장모습이 여유롭습니다.']"
순천시 순천시아랫장,3.8,"['먹거리 종류가 너무 단순하고,  바람 부는날엔 겁나 추워요~~', '상호명 “시장 떡집” \n11월 말 장날  우연히  떡을 ...더보기', '생각보다 괜찮았어요 친절하시내요 다음에는 산적먹어봐야겠어요', '어머님 고향으로 가끔 자주 내려갑니다!', '갖은 여행지를 다닐때마다 장터 구경은 쏠쏠한 재미이지만... 관광객 입장에선 너무 별로였다. 국내 최대의 요일장이래서 기대했는데 야시장 충격적.... 그래도 보통 세대를 아우르려는 노력이 있지 않나? 여긴 그냥 6-70대 전용 같음', '2, 7일이 장날이랍니다.', 'TV에 나왔던 튀김집은 과연 좋았습니다. 족발집이 유난히 많은 장입니다', '어마어마하게 기대하고 방문했는데...\n실망×2000000\n다른곳에 축제가 있었던건지 음식종류가...더보기']"
순천시 괴목시장,5,[]
신안군 지도 전통시장,5,['4.9장 산낙지 장어 꼬막 해조류 신선하고 가격도 무난함 튀김가게에서 갓나온 튀김 오뎅 먹고 시장입구 호떡(1500원)맛나요??']
여수시 여수수산시장,3.5,"['호객행위에 당황하지 마시고 여려군데 둘러보시고 원하는어종으로 회떠가시기 바랍니다. 호객행위에 절대 당황하지마세요 \n가격대가 좀 높아요', '반건조 생선이랑 멸치 등 잘 사다 먹던 시장인데..이번에 집안어른 드린다고 갈치 크고 좋은거 한번 사서 보내봄. 어른들 편하시라고 손질해서 보냈는데\n갈치 받으신 할머니께서 한번더 손질하면서 보니깐 ...더보기', '온누리 상품권 행사할때 67,000원당 20,000원\n34,000원당 10,000원 환급 받...더보기', '여수에 부산선적 제22서경호가 침몰하는 사고가 발생,\n14명의 선원중 4명 구조, 5명 사망 인양, 나머지 5명은 실종 상태..  지원근무차 12일여 여수에 있으면서 방문.. 친절하고, 해산물도 싱싱하고..', '어서 와! 눈탱이는 첨이지?', '여수갔을때 건생선사서 택배로 집에 보내드린적 있는데 깨끗하게 적당히 잘말려졌다고 좋아하셨어요.', '여기 ○○○○에요\n절대 회먹지마요\n이게 7마넌 참숭어에요 양도적고 맛도 없어요', '2024.08.19\n한달만에 해물탕해먹으려고 방문했어요\n지난번에도 비싸다느꼈지만 여행...더보기', '건어물사기에적당함  회는 바가지성']"
여수시 해안로건어물상가시장,5,[]
여수시 여수수산물특화시장,3.1,"['회 먹으러 여수를 자주 갔는데 이제는 안 가려고 합니다.\n특히 회센터는 절대 가지마시길 권합니다.\n바가지 특화시장 입니다.\n정...더보기', '현지인으로서 여수에서 회먹을려면 다른 데 갈 필요 없고 걍 여기 가서 1층에 있는 황금어장 찾으세요 회떠서 결제하고 2층에 가서 차림비 내고 먹으면 제일 저렴하고 회 좋음 황금어장 사장님 옛날에 오동도에서부터 회뜨셔서 실력최고', '맛있게먹었어요 ㅎㅎ', '수족관들 더럽고 죽기 직전인 아이들이 넘 많이 보임. 호객행위도 있음. 잘 관리되는 집들도 있긴 했으나 쳐다보기 싫은 수족관들이 넘 많이 보여서 그냥 돌아나옴', '상인들이 구수한 사투리로 고객을 친밀하게 대해 주었으며 타 시장에 비하여  가격도  싸고 물건 또한 신선함을 체험할 수 있었습니다. 특히 방문한 엑스포건어물 가게는 삼품 가격, 품질. 친절도는 많은 지인에게 추천하고 싶었습니다.', '지금까지 회를 수많이 떠봤는데\n초장 돈주고 사란곳은 첨이네요ㅋㅋㅋㅋ\n초장 찌끔...더보기', '여기 회 가격이 1kg당\n4~6만원으로 저렴한 편이예요~\n2층에 식당이 있으...더보기', '들어가서 오른쪽 제일 구석쪽에 있는곳이랑 왼쪽에 맨 끝에 있는 사장님이 친절하세용', '여수, 순천 여행', '회 포장해서 먹었는데 회가 고소하고 쫄깃하더라고요. 참돔 4만5천원이었는데 3명이서 적당히 먹기 괜찮았어요. 서비스 멍게 받았는데 이게 진짜 맛있었어요. 주차하기...더보기', '수족관 상태가 궁금합니다\n비린내가 납니다\n비린내가 난다는건 수족관 물이 더럽거나 고기 상태가 안좋다는 ...더보기', '음식퀄리티는 좀아쉽네요', '여기서 포장만 하러 오셔야해요 초장집 불친절하고 너무 느려요', '여기5번째방문했습니다 그중 3번을전주횟집인가 식당인가 거기서회떳는데\n여름이고해서 농어 골랏죠 먹...더보기', '여수 처음와서 수산시장 펜션사장님한테 물어보고 밑에 리뷰보고 전주아나고 갔어요~\n사장님 너무 인자하시고 서비스도 주시고 야...더보기']"
여수시 서시장,4.1,"['좋아요', '사이비 너무 많음 한두발짝 걸어가면 또 말걸고 말걸고 골목골목 계속 5명이 말걸음 부모가 그짓거리 하라고 낳아줬냐 사이비너무 많아서 여긴 근처도 가기싫어짐 ...더보기', '좋아요', '좋아요', '진짜 별거없어요', '주차는 불편해요. 골목에 하세요. 해물삼합 적당해요.', '여수 야시장 거기 가기보다는 서시장이 나은거 같아요.', '시장두개가길게붙어있는데 힘들게 돌아다녔는데 별로볼것도 맛있는것도없네\n여수시에서 전통시장에 신경을 써주...더보기', '굿', '여수서시장 없는거 빼고 다 있고 참 좋아요\n8월28일부터 9월18일까지 이벤트 행사도 하니\n많이 참여하여 선물도 받으셔요']"
여수시 여수서시장주변시장,4.1,"['좋아요', '사이비 너무 많음 한두발짝 걸어가면 또 말걸고 말걸고 골목골목 계속 5명이 말걸음 부모가 그짓거리 하라고 낳아줬냐 사이비너무 많아서 여긴 근처도 가기싫어짐 ...더보기', '좋아요', '좋아요', '진짜 별거없어요', '주차는 불편해요. 골목에 하세요. 해물삼합 적당해요.', '여수 야시장 거기 가기보다는 서시장이 나은거 같아요.', '시장두개가길게붙어있는데 힘들게 돌아다녔는데 별로볼것도 맛있는것도없네\n여수시에서 전통시장에 신경을 써주...더보기', '굿', '여수서시장 없는거 빼고 다 있고 참 좋아요\n8월28일부터 9월18일까지 이벤트 행사도 하니\n많이 참여하여 선물도 받으셔요']"
여수시 덕양시장,,[]
여수시 중앙선어시장,3,"['카드거절\n현금만 가능 현금영수증불가\n...더보기', '가격표시 맘에들어요 ~\n걷에는 싱싱생선 나머지 속에는 맛이갔어요 ~  염장갑오징어 놀랐어요 ~살짝 눈속임 없으면 좋을텐데 ~, 그래도 잘생긴 문어집 남자가 정직하고', '작긴하지만 가격 다 써놓고 판매하는 수산시장. 싱싱하고 싸다.', '? 이순신광장 근처에 위치한 활어가 아닌 선어로 먹을 수 있는 생선을 판매하는 시장.\n\n? 시장 ...더보기']"
여수시 쌍봉시장,3,['진짜 너무하십니다\n쉰두부를 사용하신건지 아님 전날 지저놓은거 재고처리를 하신건지\n오늘 10시쯤 산 깻잎전이 오후 3시에 ...더보기']
여수시 진남시장,3.5,[]
여수시 도깨비시장,2.3,"['주차가 어렵고 단속도 심해서, 시장 방문이 어려워요.']"
영광군 굴비골영광시장,,[]
영광군 영광고추특화시장,4,[]
영광군 영광터미널시장,4.5,['입구에 세모녀분이 파는 동죽이 좋아슴다^#^']
영암군 시종5일시장,,[]
영암군 신북5일시장,,[]
영암군 영암5일시장,,[]
영암군 독천5일시장,4,[]
완도군 노화전통시장,5,"['이곳에 가면 희진이네를 찾아 가세요.  우린 가끔 식당에 많은 음식이 부담이 되곤하죠. 이곳은 요청한 가격대에 맞도록 적절한 매뉴를 구성해주시고. 마지막 탕과 조림으로 마무리까지 해주십니다. 식당이...더보기', '좋음', '진주에서 보길도 일박이일 놀러왔다가 겨우찾은횟집, 노화전통시장안에 스카이식당 여사장님 너무너무 친절하시네요\n가격도 저렴하고 고기잡다가...더보기', '대물수산 민어회  5만원,대자 수준  어제 완도에서 회값 보고 기겁했는데 보길도에서 가성비에 맛집 밑반찬 끝내주는 손맛\n다음 기회가 도면 보길도에서 1박하고 구경 하는것 추천', '스카이전복 여사장님 넘넘 친절하셔요! 바쁘신데도 정성껏 포장해주셔서 감사합니다~ 가격대도 적당하고 신선해요!', '노화전통시장은 아담한 수산시장 내에 있는 스카이전복집이다.\n노화에서 아침식사를 하는곳 찾기가 어려워 편의점 식사로 떼우다 시장...더보기']"
완도군 완도전통시장,3.1,['물건이 별로 없음.']
완도군 완도남양시장,,[]
장성군 사거리시장,4,[]
장성군 사창시장,,[]
장성군 황룡시장,4,"['규모가 매우 큰 시장인데 문을 닫은 곳이 많아 아쉬웠는데 장성에 인구가 줄었기 때문이라는군요. 예전엔 지금과 비교가 안되게 융성했다네요. 장성 인구가 많이 늘었으면...더보기', '황룡시장 홍어회가 유명합니다.', '악! 기열 황룡의 출신지를 알아내는 것에 성공하였다는 것을 보고드려도 되는지 아뢰어도 괜찮으신지 여쭈어도 괜찮겠습니까!']"
장흥군 천관산관광시장,,[]
장흥군 대덕읍전통시장,,[]
장흥군 용산시장,,[]
장흥군 장평시장,,[]
장흥군 정남진장흥토요시장,3.9,"['토요시장 인데 수산시장인것 깉습니다\n당근 수산시장이니 입구부터. 비린내가 심했습니다\n더구나 비까지 오니 ....더보기', '아주괜찮네요', '평일에 방문해서 사람이 별로 없었으나 꽤 맛있는 장흥삼합을 먹었네요', '장모님 생신겸 해서 식구들 같이 갔는데 50만원정도 쓰고도 식당을 잘 못 선택했는지 좁고 덥고 시끄럽고 기본메뉴 또한 비싸고 부실하고 아쉬운 점만 기억에 남아서 잘먹고 왔다는 생각은 안드네요', '시골 정겨운 적당한 규모 시장모습이에요~\n나이 많은 어르신들 많고 젊은 상인들도 있어요\n표고버섯,...더보기', '정겨운 장날 풍경이었습니다.\n꽈배기집 맛있어요', '토요일에 맞춰갔는데도 사람이 너무\n없어서 아쉬웠음 여름 물축제기간이나 장흥장날에 맞춰가야할듯', '좋아요 좋아요 좋아요', '장터의 흥이 넘치는 곳', '토요일에 가야하는데 평일에 가니 볼 게 없음', '봄이오네요']"
진도군 진도읍조금시장,5,"['오전에 가야함 오후2시이후는 끝나고 없어요', '소전막걸리집\n진도가는게 아니라 부러 밥먹러가는데\n큰여사님.작은여사님...더보기']"
