시장코드,시장명,지번주소,도로명주소,시도,시군구,시장개설주기,점포수,개설연도,취급품목,아케이드,엘리베이터/에스컬레이터,고객지원센터,스프링쿨러,화재감지기,유아놀이방,종합콜센터,고객휴게실,수유센터,물품보관함,자전거보관함,체육시설,간이도서관,쇼핑카트,외국인안내센터,고객동선통로,방송센터,문화교실,공동물류창고,시장전용고객주차장,교육장,회의실,자동심장충격기,공중화장실,주차장,위도,경도,전화번호
a61440004,영광터미널시장,전라남도 영광군 영광읍 남천리 321-1,전라남도 영광군 영광읍 신남로3길 5-3,전라남도,영광군,매일,91,1993,농산물+축산물+수산물+가공식품+의류+가정용품,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,35.27553643,126.5030198,061-351-9811
a61410003,시종5일시장,전라남도 영암군 시종면 만수리 933-40,전라남도 영암군 시종면 내동중앙로 26,전라남도,영암군,2일+7일,46,1969,농산물+축산물+수산물+가공식품+의류+가정용품,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,34.8674024,126.608099,
a61410004,신북5일시장,전라남도 영암군 신북면 월평리 126-3,전라남도 영암군 신북면 황금동로 78,전라남도,영암군,3일+8일,17,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,34.8885919,126.6922237,
a61410005,영암5일시장,전라남도 영암군 영암읍 동무리 17-3,전라남도 영암군 영암읍 오일시장길 28,전라남도,영암군,5일+10일,121,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,34.80123497,126.7005743,
a61410002,독천5일시장,전라남도 영암군 학산면 독천리 1237-2,전라남도 영암군 미암면 독천1길 19,전라남도,영암군,4일+9일,34,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,34.72458908,126.567118,
a61460002,노화전통시장,전라남도 완도군 노화읍 이포리 678-13,전라남도 완도군 노화읍 이목길 62,전라남도,완도군,2일+7일,25,1968,농산물+수산물,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,34.17755629,126.573208,
a61460003,완도전통시장,전라남도 완도군 완도읍 군내리 1249-2,전라남도 완도군 완도읍 개포로 34-1,전라남도,완도군,5일+10일,26,1981,농산물+수산물+음식점,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,34.31610369,126.7482543,
a61460004,완도남양시장,전라남도 완도군 완도읍 군내리 1249번지,전라남도 완도군 완도읍 개포로56번길 16-4,전라남도,완도군,5일+10일,27,1990,농산물+수산물+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,34.31651727,126.7477207,
a61450001,사거리시장,전라남도 장성군 북이면 사거리 717-3,전라남도 장성군 북이면 사남북길 22,전라남도,장성군,1일+6일,57,1964,농산물+축산물+수산물+의류+신발+음식점,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.42767874,126.8072629,061-394-3796
a61450002,사창시장,전라남도 장성군 삼계면 사창리 482-44,전라남도 장성군 삼계면 사창로 81-2,전라남도,장성군,2일+7일,36,1998,농산물+축산물+수산물+가공식품+의류+신발+음식점,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,35.26039872,126.6630702,
a61450003,황룡시장,전라남도 장성군 황룡면 월평리 151-1,전라남도 장성군 황룡면 삼월길 5,전라남도,장성군,4일+9일,120,1964,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,35.2916867,126.7738864,
a61380001,천관산관광시장,전라남도 장흥군 관산읍 옥당리 489-1,전라남도 장흥군 관산읍 칠관로 1559-4,전라남도,장흥군,3일+8일,43,1961,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,34.56279797,126.9370792,
a61380002,대덕읍전통시장,전라남도 장흥군 대덕읍 신월리 111,전라남도 장흥군 대덕읍 거정2길 10,전라남도,장흥군,5일+10일,27,1985,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,34.49942611,126.8871306,
a61380003,용산시장,전라남도 장흥군 용산면 인암리 800-1,전라남도 장흥군 용산면 용인길 4,전라남도,장흥군,1일+6일,7,1992,농산물+가공식품+의류+음식점,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,34.61490646,126.9153126,
a61380004,장평시장,전라남도 장흥군 장평면 양촌리 224,전라남도 장흥군 장평면 장택길 7,전라남도,장흥군,1일+6일,11,1982,농산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,34.77539717,126.9778669,
a61380005,정남진장흥토요시장,전라남도 장흥군 장흥읍 예양리 158-2,전라남도 장흥군 장흥읍 토요시장1길 53,전라남도,장흥군,2일+7일,140,1961,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,34.67726772,126.9031373,061-864-7002
a61470004,진도읍조금시장,전라남도 진도군 진도읍 남동리 731,전라남도 진도군 진도읍 조금시장길 25,전라남도,진도군,2일+7일,35,1964,농산물+수산물+의류,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,34.48155399,126.25734,
a61470005,진도상설전통시장,전라남도 진도군 진도읍 남동리 487-5,전라남도 진도군 진도읍 남동1길 57-8,전라남도,진도군,매일,15,1985,농산물+수산물,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,34.48135668,126.2649029,
a61430002,월야시장,전라남도 함평군 월야면 월야리 713-43,전라남도 함평군 월야면 밀재로 1504-5,전라남도,함평군,5일+10일,21,1981,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.17926967,126.6267791,
a61430004,함평천지전통시장,전라남도 함평군 함평읍 기각리 980-2,전라남도 함평군 함평읍 시장길 49,전라남도,함평군,2일+7일,41,1903,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,35.06373037,126.5234259,061-332-1126
a61430005,해보시장,전라남도 함평군 해보면 문장리 822-116,전라남도 함평군 해보면 밀재로 1274-12,전라남도,함평군,3일+8일,28,1943,농산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,35.18105262,126.6025523,
a61400005,좌일5일시장,전라남도 해남군 북일면 흥촌리 161,전라남도 해남군 북일면 만월길 26-1,전라남도,해남군,3일+8일,1,1964,농산물+축산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,34.46385571,126.6725613,
a61400002,북평면남창5일시장,전라남도 해남군 북평면 남창리 1279-1,전라남도 해남군 북평면 달량진길 48-11,전라남도,해남군,2일+7일,16,1964,수산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,34.40453441,126.6267107,
a61400004,우수영5일시장,전라남도 해남군 문내면 동외리 919-17,전라남도 해남군 문내면 동외리 919-17,전라남도,해남군,4일+9일,44,1964,농산물+수산물,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,34.5969017,126.311316,
a61400003,송지산정5일시장,전라남도 해남군 송지면 산정리 772-3,전라남도 해남군 송지면 산정1길 96,전라남도,해남군,2일+7일,40,1967,농산물+수산물+의류,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,34.36966913,126.5191941,
a61400006,해남읍5일시장,전라남도 해남군 해남읍 고도리 102-4,전라남도 해남군 해남읍 중앙2로 76,전라남도,해남군,1일+6일,129,1964,농산물+수산물,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,34.56878428,126.5971547,
a61400010,화원5일시장,전라남도 해남군 화원면 금평길 14,전라남도 해남군 화원면 금평리 239,전라남도,해남군,5일+10일,50,1964,수산물,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,34.66949685,126.3282268,
a61400001,남리5일시장,전라남도 해남군 황산면 남리리 7번지,전라남도 해남군 황산면 시등로 111-11,전라남도,해남군,3일+8일,41,1964,농산물+수산물,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,34.57533982,126.4324836,
a61370001,능주전통시장,전라남도 화순군 능주면 관영리 94-8,전라남도 화순군 능주면 학포로 1955,전라남도,화순군,5일+10일,45,1923,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,34.99091732,126.959364,061-372-1178
a61370003,동복전통시장,전라남도 화순군 동복면 천변리 92,전라남도 화순군 동복면 동복시장길 19,전라남도,화순군,2일+7일,20,1910,농산물+수산물+가공식품+가정용품,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35.07163148,127.1257557,
a61370002,사평전통시장,전라남도 화순군 사평리 1049-90,전라남도 화순군 남면 사평길 32,전라남도,화순군,5일+10일,52,1964,농산물+수산물+가공식품+의류+신발+가정용품,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,35.00464044,127.0970498,
a61370005,이양전통시장,전라남도 화순군 이양면 이양리 303-3,전라남도 화순군 이양면 이양로 29-19,전라남도,화순군,4일+9일,13,1964,농산물+수산물+의류+신발+가정용품,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,34.88251292,126.9868713,
a61370004,화순고인돌전통시장,전라남도 화순군 화순읍 삼천리 621,전라남도 화순군 화순읍 시장길 42,전라남도,화순군,3일+8일,100,1964,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,35.05909434,126.9833988,061-375-0330
a63370001,고창전통시장,전라북도 고창군 고창읍 읍내리 367,전라북도 고창군 고창읍 동리로 62-11,전라북도,고창군,3일+8일,74,1965,수산물,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.43266573,126.6987711,063-564-3097
a63370002,대산전통시장,전라북도 고창군 대산면 매산리 200-13,전라북도 고창군 대산면 공음대산로 935,전라북도,고창군,2일+7일,67,1967,농산물,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.34010335,126.598984,
a63370003,무장전통시장,전라북도 고창군 무장면 무장리 85-1,전라북도 고창군 무장면 왕제산로 725,전라북도,고창군,5일+10일,29,1965,수산물,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,35.41442783,126.560604,
a63370005,상하전통시장,전라북도 고창군 상하면 하장리 939-3,전라북도 고창군 상하면 상하1길 8-3,전라북도,고창군,1일+6일,22,1974,수산물,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.44409017,126.4917538,
a63370006,해리전통시장,전라북도 고창군 해리면 하련리 685-55,전라북도 고창군 해리면 해리중앙로 64-12,전라북도,고창군,4일+9일,29,1965,수산물,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.45865884,126.5422037,
a63370007,흥덕전통시장,전라북도 고창군 흥덕면 흥덕리 239-1,전라북도 고창군 흥덕면 흥덕시장길 3,전라북도,고창군,4일+9일,11,1965,농산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,35.52058772,126.7002195,
a63020011,군산주공시장,전라북도 군산시 나운동 836-11,전라북도 군산시 하나운안1길 39,전라북도,군산시,매일,37,1985,농산물,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.96576624,126.6954417,063-461-0567
a63020010,역전종합시장,전라북도 군산시 대명동 138-151,전라북도 군산시 구암3 1로 13-1,전라북도,군산시,매일,92,1965,농산물+수산물,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.98098567,126.7203651,063-443-4192
a63020003,대야전통시장,전라북도 군산시 대야면 산월리 401-1,전라북도 군산시 대야면 대야시장로 7-1,전라북도,군산시,1일+6일,53,1965,농산물+묘목,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.9448597,126.816085,
a63020006,명산시장,전라북도 군산시 명산동 14-27,전라북도 군산시 오룡로51-18,전라북도,군산시,매일,65,1982,농산물+수산물,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.98251878,126.7095107,070-4038-5328
a63020001,군산공설시장,전라북도 군산시 신영동 18-1,전라북도 군산시 신금길 18,전라북도,군산시,매일,276,1918,축산물+수산물+음식점,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.98316656,126.7203241,063-445-4929
a63020009,군산신영시장,전라북도 군산시 신영동 19-5,전라북도 군산시 동신영길 56,전라북도,군산시,매일,77,1985,농산물+수산물,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.98561509,126.72012,070-7788-3412
a63060003,원평공설시장,전라북도 김제시 금산면 원평리 91번지,전라북도 김제시 금산면 원평6길 39-10,전라북도,김제시,4일+9일,36,1960,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,35.71406357,126.9947325,
a63060002,김제전통시장,전라북도 김제시 요촌동 415,전라북도 김제시 사정거리1길20,전라북도,김제시,2일+7일,60,1900,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.80162714,126.8837248,063-543-4983
a63060006,금만시장,전라북도 김제시 요촌동 194-7,전라북도 김제시 동서7길23,전라북도,김제시,매일,91,1890,의류+신발+가정용품+음식점,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,35.80014264,126.8864263,
a63050001,남원공설시장,전라북도 남원시 금동 262-1,전라북도 남원시 의총로 51,전라북도,남원시,4일+9일,137,1970,가공식품+의류,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.40461965,127.3758611,063-625-4010
a63050005,남원인월시장,전라북도 남원시 인월면 인월리 252-1,전라북도 남원시 인월면 인월로 65-3,전라북도,남원시,3일+8일,44,1965,농산물,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.4615314,127.6020941,063-625-1495
a63050003,용남시장,전라북도 남원시 하정동 138,전라북도 남원시 동헌길10,전라북도,남원시,매일,85,1970,수산물+가공식품+의류,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.40710447,127.3767644,063-632-5133
a63330001,무주시장,전라북도 무주군 무주읍 읍내리 1152,전라북도 무주군 무주읍 장터로 2,전라북도,무주군,1일+6일,50,1953,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,36.00464857,127.6534743,063-324-0901
a63330002,무풍시장,전라북도 무주군 무풍면 현내리 259-5,전라북도 무주군 무풍면 현내로 213,전라북도,무주군,3일+8일,11,1965,농산물+가공식품+가정용품+음식점,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,35.96945032,127.8487964,
a63330003,설천시장,전라북도 무주군 설천면 소천리 904-29,전라북도 무주군 설천면 삼도봉로 11,전라북도,무주군,2일+7일,13,1988,농산물+가공식품+의류+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,36.0099056,127.7880133,
a63330004,안성시장,전라북도 무주군 안성면 장기리 1511-123,전라북도 무주군 안성면 칠연로 38,전라북도,무주군,5일+10일,30,1950,농산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,35.86633002,127.653578,
a63380001,부안상설시장,전라북도 부안군 부안읍 21,전라북도 부안군 부안읍 부풍로 47,전라북도,부안군,매일,190,1965,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.72711546,126.7329492,063-584-3070
a63380002,줄포시장,전라북도 부안군 줄포면 줄포리 728-3,전라북도 부안군 줄포면 부안로 865,전라북도,부안군,1일+6일,30,1965,음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.58760184,126.6768543,063-581-4421
a63360002,동계시장,전라북도 순창군 동계면 현포리 623,전라북도 순창군 동계면 동계로 22,전라북도,순창군,2일+7일,15,1931,농산물+수산물+가정용품,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.43954095,127.2398056,
a63360004,순창시장,전라북도 순창군 순창읍 남계리 800,전라북도 순창군 순창읍 남계로 58,전라북도,순창군,1일+6일,181,1965,농산물+수산물,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.37187647,127.1450592,
a63310001,고산미소시장,전라북도 완주군 고산면 읍내리 884-4,전라북도 완주군 고산면 남봉로 134,전라북도,완주군,4일+9일,33,1964,농산물+축산물+가공식품+의류+가정용품+음식점+그릇,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.97407542,127.2054145,063-262-0119
a63310004,봉동시장,전라북도 완주군 봉동읍 장기리 217-13,전라북도 완주군 봉동읍 봉동동서로 134-5,전라북도,완주군,5일+10일,33,1964,농산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,35.93871982,127.1670778,063-263-5110
a63310002,삼례시장,전라북도 완주군 삼례읍 삼례리 923-8,전라북도 완주군 삼례읍 삼봉로 6,전라북도,완주군,3일+8일,54,1964,가공식품+의류+가정용품+음식점,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.91061359,127.0735831,063-291-8899
a63030002,익산금마시장,전라북도 익산시 금마면 동고도리 701-2,전라북도 익산시 금마면 고도길 58,전라북도,익산시,2일+7일,29,1959,농산물,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.99217754,127.0534309,
a63030011,익산장,전라북도 익산시 남중동 35-9,전라북도 익산시 인북로 11길 27,전라북도,익산시,4일+9일,120,2008,농산물,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,35.9512294,126.9566254,063-853-2661
a63030006,여산시장,전라북도 익산시 여산면 여산리 412-4,전라북도 익산시 서촌2길 22-1,전라북도,익산시,1일+6일,10,1963,농산물,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,36.05898733,127.0836879,
a63030009,함열시장,전라북도 익산시 와리 565-26,전라북도 익산시 함열읍 2길 8,전라북도,익산시,2일+7일,20,2004,농산물+의류+가정용품,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,,,063-861-0700
a63030013,익산 구시장,전라북도 익산시 인화동1가 131-8,전라북도 익산시 인북로8길 22,전라북도,익산시,매일,93,2014,가공식품,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.93152656,126.952339,063-856-7796
a63030003,익산남부시장,전라북도 익산시 인화동2가 7,전라북도 익산시 평동로11길 12,전라북도,익산시,매일,46,1914,가공식품,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.93194154,126.9533804,063-855-4798
a63030004,매일시장,전라북도 익산시 창인동1가 88-5,전라북도 익산시 중앙로 3길 13,전라북도,익산시,매일,58,2005,의류,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.94039371,126.9496739,063-853-6666
a63030010,황등시장,전라북도 익산시 황등면 황등리58,전라북도 익산시 석재길 22,전라북도,익산시,5일+10일,35,1937,가공식품,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,35.99888044,126.9524759,
a63350001,강진시장,전라북도 임실군 강진면 갈담리 515-4,전라북도 임실군 강진면 호국로 14-12,전라북도,임실군,2일+7일,59,1965,수산물+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,35.52906362,127.1610312,
a63350002,관촌시장,전라북도 임실군 관촌면 관촌리 580-1  586,전라북도 임실군 관촌면 사선1길 70-3,전라북도,임실군,5일+10일,40,1977,농산물+가공식품+음식점,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.67878053,127.2676801,
a63350004,오수시장,전라북도 임실군 오수면 오수리 351-1,전라북도 임실군 오수면 오수로 159,전라북도,임실군,5일+10일,42,1984,농산물,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.53844479,127.3266535,
a63350006,임실시장,전라북도 임실군 임실읍 이도리 233-1,전라북도 임실군 임실읍 운수로 26,전라북도,임실군,1일+6일,67,1977,농산물,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,35.61445375,127.2827133,063-642-0303
a63340002,산서시장,전라북도 장수군 산서면 동화리 839-73,전라북도 장수군 산서면 보산로 1864-11,전라북도,장수군,2일+7일,31,1953,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.58449451,127.3958978,
a63340003,장계시장,전라북도 장수군 장계면 장계리 464-1,전라북도 장수군 장계면 시장천변길 36,전라북도,장수군,3일+8일,39,1931,농산물+수산물+가공식품+의류+신발+가정용품+음식점+채소모종,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.72943479,127.5822739,
a63340004,장수시장,전라북도 장수군 장수읍 장수리 460-2,전라북도 장수군 장수읍 시장로 11,전라북도,장수군,5일+10일,33,1977,농산물+수산물+가공식품+의류+신발+음식점,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,35.64918556,127.5174723,063-352-2005
a63012001,모래내시장,전라북도 전주시 덕진구 인후동2가 203-10,전라북도 전주시 덕진구 모래내4길 8-8,전라북도,전주시,매일,219,1975,농산물+축산물+수산물,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,35.833574,127.1438694,063-278-5802
a63010004,전주신중앙시장,전라북도 전주시 완산구 태평동 43,전라북도 전주시 완산구 태평5길 33,전라북도,전주시,매일,161,,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.82412315,127.1434822,063-273-7535
a63011001,전주남부시장,전라북도 전주시 완산구 전동 295-4,전라북도 전주시 완산구 풍남문1길 19-3,전라북도,전주시,매일,320,1977,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,35.81278651,127.1475386,063-284-1344
a63011002,서부시장상점가,전라북도 전주시 완산구 효자동1가 201-63,전라북도 전주시 완산구 효동 2길 14-8,전라북도,전주시,매일,143,,농산물+축산물+수산물+의류+음식점,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.80523071,127.1266583,063-228-1616
a63011003,전주중앙상가,전라북도 전주시 완산구 태평동 36-1,전라북도 전주시 완산구 태평3길 70,전라북도,전주시,매일,375,1990,의류+신발+금은방,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,35.82522103,127.1424489,063-253-6535
a63040002,샘고을시장,전라북도 정읍시 시기동 280-4,전라북도 정읍시 태평6길 25,전라북도,정읍시,매일,249,1914,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,35.56288819,126.8551596,063-534-6661
