시장명,별점,리뷰
삼척시 도계전두시장,4.63,"['aar8959 리뷰 707 사진 13 팔로워 12 팔로우 - 반응 남기기 방문일 22.9.22.목 2022년 9월 22일 목요일 1번째 방문 인증 수단 영수증', '아르몽몽이 리뷰 2,387 사진 993 팔로워 39 팔로우 - 반응 남기기 방문일 22.9.20.화 2022년 9월 20일 화요일 1번째 방문 인증 수단 영수증', '뜰에서본햇살80 리뷰 445 사진 3 팔로우 굿 반응 남기기 방문일 22.8.13.토 2022년 8월 13일 토요일 1번째 방문 인증 수단 영수증']"
삼척시 도계중앙시장,,[]
삼척시 삼척번개시장,,"['파란보온병 리뷰 6 사진 6 팔로우 예약 없이 이용 대기 시간 바로 입장 일상 혼자 동남아 여자분이 파시는 가게인데 맨 끝에서 두번째 대영수산 같은데.. 생선 손질하러 가져가서 바꿔치기 했어요.  청어랑 고등어 샀는데.. 청어보다 고등어 훨씬 컸는데 집 와서 보니 청어보다도 작은 아주 작은 고등어로 4마리 넣어 놨네요. 번개시장 종종가는데 다른데 안 그러던데 놀랐어요. 기분이 매우 나쁩니다. 부자되시겠네요 ㅋㅋ 다음에는 가서 지켜서서 봐야하나봐요. 조심하세요. 더보기 반응 남기기 방문일 6.7.토 2025년 6월 7일 토요일 1번째 방문', 'leeeeeee 리뷰 22 사진 8 팔로우 예약 없이 이용 대기 시간 바로 입장 나들이 연인?배우자 시장앞 오른쪽 횟집 할머니가 아주 장사꾼임 후려치기는 기본 카드도 안받음 신고하려다 참았네요 앞으로 그런식으로 장사하면 망합니다~! 더보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 6 명 방문일 1.27.월 2025년 1월 27일 월요일 1번째 방문', '오월이51 리뷰 103 사진 186 팔로워 7 테마 5 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 부모님 삼척 지인의 추천으로 방문한 곳인데 해산물 사기 좋았어요. 시장의 크기가 크지는 않지만 가게별로 다양하게 해산물을 내놓으셔서 원하는 거 사기는 좋아보였어요. 그리고 시장 중간에 김치파는 가게가 있는데 그 곳 김치가 정말 맛있었습니다. 더보기 붐비지 않아요 반응 남기기 방문일 24.6.23.일 2024년 6월 23일 일요일 1번째 방문', '작은소녀PJ 리뷰 1,072 사진 5,387 팔로워 171 테마 12 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 연인?배우자 매일 새벽 5시~10시쯤 사이에 삼척역 근처에서 열리는 시장이예요. 살아있는 제철 생선을 바로 구매할 수 있어 신선도는 최고예요. 가자미 생선은 저장용으로, 세꼬시회와 순두부는 아침 식사용으로 구매했어요. 여름엔 오징어회가 맛있구요.ㅎㅎ 주로 생선종류이고 야채가게는 몇군데 있으나 과일은 없었어요. 커피, 오뎅, 김밥, 전 종류 파는곳도 있어서 즉석에서 먹을수도 있으나 포장마차 같은 노점상이라  테이블은 따로 없어 포장해 숙소에서 먹기 좋아요. 가격은 비싼편은 아니나 전보다는 오른듯 해요. 더보기 붐비지 않아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 3 명 방문일 24.3.11.월 2024년 3월 11일 월요일 1번째 방문', '캠핑하는애봉이 리뷰 9 사진 28 팔로워 1 팔로우 예약 없이 이용 대기 시간 바로 입장 나들이, 여행 부모님, 반려동물 유툽보고 찾아갔는데 생선활어는 이미 갔을때 다 끝났던듯. 새벽5시부터라는데 5시에 가야하나봄. 엄마랑 나랑 차 2대로 갔는데 주차장이 정말 깜놀할 정도로 작아서 길바닥에 잠시 대놓고 후딱 무늬오징어 2만원. 김밥 5천원에 사옴. 오징어 너무 싱싱했지만 세젓가락에 없어질 양 ㅋㅋㅋ김밥은 그저그럼. 단무지를 너무 많이 아끼셨음. 상인분들은 모두 친절하셨고 함께한 반려견 애봉양은 안고다님. 담엔 여기서 회사서 맹방으로 가서 맛나게 쐬주랑 먹어야징~ 더보기 친절해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 1 명 방문일 24.4.28.일 2024년 4월 28일 일요일 1번째 방문', '한량과불한당 리뷰 543 사진 245 팔로워 6 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 아이 재래시장 특유의 생동감과 덤이라는 정까지 가성비도 좋아요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.1.30.화 2024년 1월 30일 화요일 1번째 방문', '하늘9081 리뷰 1,190 사진 1,068 팔로워 12 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 연인?배우자, 부모님 새벽시장 볼거리가 많아요 반응 남기기 방문일 24.5.1.수 2024년 5월 1일 수요일 1번째 방문', 'gks**** 리뷰 2 사진 5 팔로우 소라 무늬오징어 싱싱해서  맛있어요 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.10.21.토 2023년 10월 21일 토요일 1번째 방문', 'tm486hy4 리뷰 240 사진 291 팔로워 4 팔로우 아침에  번쩍번쩍  신선해요 먹거리가 풍부해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.7.29.토 2023년 7월 29일 토요일 1번째 방문', '몽숼통통64 리뷰 445 사진 453 팔로워 11 팔로우 생선이 넘 신선해요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.3.목 2023년 8월 3일 목요일 1번째 방문']"
속초시 속초종합중앙시장,4.29,"['쏭1219 리뷰 270 사진 76 팔로우 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.27.일 2025년 4월 27일 일요일 1번째 방문 인증 수단 영수증', '참맛있다 리뷰 1,482 사진 13,949 팔로워 179 테마 15 팔로우 먹거리와 볼거리가 가득한 시장 이에요~ 술빵~ 닭강정~ 온갖튀김~ 감자전~ 해산물~ 건어물~ 배를 비우고, 방문하길 추천해요~! 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.26.토 2025년 4월 26일 토요일 4번째 방문 인증 수단 영수증', '나비 처럼 날아 리뷰 969 사진 9,628 팔로워 898 테마 19 팔로우 관광과 수산업이 발달한 속초의 규모있는 전통시장으로 청과와 순대, 닭강정, 회, 수산물 등의 품목별 전문화된 골목들이 있다. 대형 주차장이 마련되어 있으나 위낙 많은 사람들의 방문으로 성수기와 주말은 용이한 접근이 만만치않다. 방문의 회를 거듭 할수록 놀라게 되는 속초관광수산시장의 인기를 실감하면서 속초는 인근 강릉이나 양양같은 대대로 전통있는 도시들과 달리 실향민과 타지인들이 주축이 되어 형성된 개방적인 도시문화가 뿌리내려 많은 사람들과의 조화로운 삶을 영위하는 관광도시로 사랑받는 이유가 될 수도 있겠다 라는 생각을 해본다. since 1953 더보기 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 43 명 방문일 3.15.토 2025년 3월 15일 토요일 1번째 방문 인증 수단 영수증', '파워야미 리뷰 373 사진 1,729 팔로워 174 테마 10 팔로우 속초 여행지 속초관광수산시장 추천 속초가면 항상 들리는곳으로 먹거리가 다른지역에 비해 상당히 풍부해 보기만해도 신나는 곳이예요! 저는 가면 감자전이랑 닭강정이랑 수수부꾸미는 꼭 먹는데 이번에는 우리분식이라는 분식집도 들려보았어요 속초중앙시장에서 인기있는 분식집이라고하네요! 지하에는 회센터도 있는데 이번에 처음가봤거든요 여기 다음에는 무조건가서 회한접시 하렵니다 옛날 가락시장느낌나게 그자리에서 바로 먹을수 있고 정겨운 사투리도 들려오고해서 너무 좋으네요?? 또 가고싶은 곳으로 속초가신다면 꼭 들려보시는걸 추천드려요 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 10 명 방문일 2.1.토 2025년 2월 1일 토요일 1번째 방문 인증 수단 영수증', '글자보는소녀 리뷰 459 사진 50 팔로워 14 팔로우 좋아요 다음에 재방문할거예요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 1.27.월 2025년 1월 27일 월요일 1번째 방문 인증 수단 영수증', '코스믹라떼7 리뷰 797 사진 8,147 팔로워 111 테마 2 팔로우 속초중앙시장을 그곳 현지인분과 가보았어요. 요즘.속초는.홍게라면이 난리네요?? 현지인분과 카테고리별로 가장.맛있는 코너에서 구매하는.알뜰 장보기가 재미있고 유익했네요. 속초술빵은 시장 밖에 ""속초막걸리빵""집에서 구매헜고! (부드럽고 맛있는게 원조맞더라고요??（줄서서 사먹지않아도되요） 튀김은.중간쯤 ㅠ상호 잊어버렸어요 ㅠ 현미누룽지칩은 ""바삭튀밥""???? 바삭튀밥은 닭강정 튀김골목 옆골목 라인에 있어요. 수산물 코너는 닭강정 골목 왼쪽으로 한 라인 더 가면 있었구요. 속초중앙시장이 이렇게 넓은줄 오늘에야 알았어요. 중앙시장 수산물 라인 가면. 현지에서.지금 잡히는 생선 구매할수 있어요. 게도 당일 어획한 게(수족관말구요) 신선하고.속초바다에서 지금 제철에.잡히는 생선들이 나와있어서 매운탕해먹으면.좋겠더라고요. ???? 더보기 특색 있는 제품이 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 3 명 방문일 1.22.수 2025년 1월 22일 수요일 1번째 방문 인증 수단 결제내역', 'wog**** 리뷰 3,929 사진 862 팔로우 속초 시장 주차장 다 좋아요. 친절해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.30.월 2024년 12월 30일 월요일 1번째 방문 인증 수단 영수증', '굶주13 리뷰 1,194 사진 240 팔로우 볼거리가 많아요 반응 남기기 방문일 24.12.24.화 2024년 12월 24일 화요일 1번째 방문 인증 수단 영수증', '198487 리뷰 2,024 사진 472 팔로워 1 팔로우 좋아요 ! 잘 이용 했습니다 !! 추천 드려요 ~~~ ㅎㅎㅎ 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.22.일 2024년 12월 22일 일요일 1번째 방문 인증 수단 영수증', '참맛있다 리뷰 1,482 사진 13,949 팔로워 179 테마 15 팔로우 속초관광수산시장 방문했어요~ 언제나 먹거리 볼거리가 가득해요 보는재미 먹는재미~ 재미가 좋은시장이에요~~ 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.20.금 2024년 12월 20일 금요일 3번째 방문 인증 수단 영수증']"
속초시 속초관광수산시장,,"['봄가을 리뷰 1,487 사진 368 팔로우 굳 반응 남기기 방문일 23.9.28.목 2023년 9월 28일 목요일 1번째 방문']"
양구군 양구중앙시장,,"['뮤뮤7097 리뷰 147 사진 67 팔로워 1 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 아이 너무 재밌는 5일장 투어 물품이 정말 저렴하더라고요 곰치가 어찌나 많은지 아이가 좋아했어요 떡볶이도 맛있습니다! 더보기 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.11.30.토 2024년 11월 30일 토요일 1번째 방문', 'ERIKA97 리뷰 1,530 사진 15 팔로워 1 팔로우 좋아요 주차하기 편해요 반응 남기기 방문일 23.11.10.금 2023년 11월 10일 금요일 1번째 방문 인증 수단 영수증', '루니아18 리뷰 180 사진 21 팔로우 별점 5 점 반응 남기기 방문일 20.5.12.화 2020년 5월 12일 화요일 1번째 방문 인증 수단 영수증', '장닭불닭 리뷰 1,474 팔로우 주차하게 편한 곳 반응 남기기 방문일 22.5.11.수 2022년 5월 11일 수요일 4번째 방문 인증 수단 영수증', '장닭불닭 리뷰 1,474 팔로우 상품이 다양합니다 반응 남기기 방문일 20.7.19.일 2020년 7월 19일 일요일 1번째 방문 인증 수단 영수증', '장닭불닭 리뷰 1,474 팔로우 친절하고    물건도 많고 반응 남기기 방문일 21.8.27.금 2021년 8월 27일 금요일 3번째 방문 인증 수단 영수증', 'dltlsdo700 리뷰 1,372 사진 15 팔로우 씨유 반응 남기기 방문일 20.11.2.월 2020년 11월 2일 월요일 1번째 방문 인증 수단 영수증', '장닭불닭 리뷰 1,474 팔로우 여기오면기분좃아 반응 남기기 방문일 20.11.2.월 2020년 11월 2일 월요일 2번째 방문 인증 수단 영수증']"
양양군 양양전통시장,4.44,"['486**** 리뷰 755 사진 1,045 팔로우 열치 엄청 싸게 잘 구입했어요 맛있습니다???? 볼거리가 많아요 반응 남기기 방문일 6.9.월 2025년 6월 9일 월요일 1번째 방문 인증 수단 영수증', '1234567891083 리뷰 1,033 사진 5 팔로우 주차비라니 ㅜ 친절해요 반응 남기기 방문일 6.8.일 2025년 6월 8일 일요일 1번째 방문 인증 수단 결제내역', '잘하고싶다9 리뷰 1,570 사진 3,061 팔로워 65 팔로우 주차장 시장 근처에 있어요. 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.6.금 2025년 6월 6일 금요일 1번째 방문 인증 수단 영수증', '꽃과천사 리뷰 1,090 사진 4,998 팔로워 201 테마 3 팔로우 양양솔비치에서 차로 10분거리에 있어서 구경감?? 과일 생선 고기사서 리조트에서 먹기좋음?? 근처에 농협하나로마트도 있음~ 주차는 바로앞 공영주차장에?? 더보기 주차하기 편해요 +3 개의 리뷰가 더 있습니다 펼쳐보기 표정을 눌러 반응을 남겨 보세요! 반응 남기기 25 명 방문일 6.2.월 2025년 6월 2일 월요일 1번째 방문 인증 수단 영수증', 'ks**** 리뷰 3,554 사진 273 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 6.1.일 2025년 6월 1일 일요일 1번째 방문 인증 수단 영수증', 'K3토킹이 리뷰 2,083 사진 169 팔로우 양양시장  좋아요^^ 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 6.1.일 2025년 6월 1일 일요일 1번째 방문 인증 수단 영수증', '실버스톤07 리뷰 923 사진 296 팔로워 14 팔로우 볼거리가 많아요 반응 남기기 방문일 6.1.일 2025년 6월 1일 일요일 1번째 방문 인증 수단 결제내역', '황룡95 리뷰 368 사진 173 팔로워 2 팔로우 주차는 편하고 좋아요 주차하기 편해요 반응 남기기 방문일 6.1.일 2025년 6월 1일 일요일 1번째 방문 인증 수단 영수증', 'moment91 리뷰 2,154 사진 1,913 팔로워 55 팔로우 양양시장 공영주차장 주차 후 길건너면 바로 시장이예요. 5일장 할때 이용하시기 좋아요 주차 할인받을수있는 차량은 카드로 결제하기 전 꼭! 할인받는건지 화면을 확인하고 카드 넣으세요~~!! 더보기 볼거리가 많아요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 5.29.목 2025년 5월 29일 목요일 2번째 방문 인증 수단 영수증', 'moment91 리뷰 2,154 사진 1,913 팔로워 55 팔로우 옹심이집 주차장 네비찍으니 양양 공영주차장이 나오네요 걸어서 그리 멀지않아 편했어요 볼거리가 많아요 반응 남기기 방문일 5.27.화 2025년 5월 27일 화요일 1번째 방문 인증 수단 영수증']"
영월군 서부아침시장,,[]
영월군 영월종합상가시장,,"['RedMonKing 리뷰 968 사진 150 팔로우 ㅈ 볼거리가 많아요 반응 남기기 방문일 24.4.8.월 2024년 4월 8일 월요일 4번째 방문 인증 수단 영수증', 'TigerMonKing 리뷰 465 사진 38 팔로워 1 팔로우 좋아요 친절해요 반응 남기기 방문일 23.7.17.월 2023년 7월 17일 월요일 1번째 방문 인증 수단 영수증', 'jjh**** 리뷰 752 팔로우 퇴비값을 결재했어요 주차하기 편해요 반응 남기기 방문일 23.3.22.수 2023년 3월 22일 수요일 1번째 방문 인증 수단 영수증']"
영월군 서부공설시장,,[]
원주시 원주남부시장,,[]
원주시 문막시장,,"['스펀지밥4118 리뷰 1,135 사진 565 팔로워 14 팔로우 예약 없이 이용 대기 시간 바로 입장 여행 지인?동료 여행중 블로그에 아빠엄마 ㄹ겨찾던곳 딸아이와 사위 데리고 맛 보게 데려간곳  블로그보고 이곳이 진짜 찐이다 여기고 찾아간곳  맞습니다 맛 보장합니다 꼭 맛 추천합니다 더보기 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.1.28.일 2024년 1월 28일 일요일 1번째 방문', 'fla**** 리뷰 1,296 사진 740 팔로우 예약 없이 이용 맛있어요 주차하기 편해요 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 24.4.27.토 2024년 4월 27일 토요일 1번째 방문', 'ehh**** 리뷰 420 사진 52 팔로우 친구들과 즐거운 시간 보냈습니다. 가성비가 좋아요 반응 남기기 1 명 방문일 23.3.14.화 2023년 3월 14일 화요일 1번째 방문 인증 수단 영수증', '20s**** 리뷰 2,752 사진 52 팔로우 ? 반응 남기기 1 명 방문일 21.10.13.수 2021년 10월 13일 수요일 1번째 방문 인증 수단 영수증', '송이7753 리뷰 1,218 사진 738 팔로우 좋아요 반응 남기기 1 명 방문일 22.1.21.금 2022년 1월 21일 금요일 1번째 방문 인증 수단 영수증']"
원주시 미로예술원주중앙시장,,[]
원주시 중앙시민전통시장,,"['r5**** 리뷰 2,215 사진 1 팔로우 치절하고 상냥해서 만족해요 반응 남기기 방문일 22.11.17.목 2022년 11월 17일 목요일 1번째 방문 인증 수단 영수증', 'kys**** 리뷰 1,663 사진 1 팔로우 어리굴젖이  맞있어서 만족해요 반응 남기기 방문일 22.11.17.목 2022년 11월 17일 목요일 1번째 방문 인증 수단 영수증', '검도맨43 리뷰 361 팔로우 친철해요 반응 남기기 방문일 22.11.11.금 2022년 11월 11일 금요일 1번째 방문 인증 수단 영수증', 'smi**** 리뷰 896 사진 1 팔로우 신선한 재료와 사장님이 친절하셔요 반응 남기기 방문일 22.11.11.금 2022년 11월 11일 금요일 1번째 방문 인증 수단 영수증', 'snr**** 리뷰 17 사진 1 팔로우 짜지않고 정맘 맛있어요 반응 남기기 방문일 22.11.7.월 2022년 11월 7일 월요일 1번째 방문 인증 수단 영수증', '무려한 복실이 리뷰 125 사진 4 팔로우 친절햐요 반응 남기기 방문일 22.10.3.월 2022년 10월 3일 월요일 1번째 방문 인증 수단 영수증', '로아6835 리뷰 1,254 사진 227 팔로우 굿 반응 남기기 방문일 22.9.27.화 2022년 9월 27일 화요일 1번째 방문 인증 수단 영수증', '김혜영26 리뷰 167 팔로우 ? 반응 남기기 방문일 22.9.13.화 2022년 9월 13일 화요일 1번째 방문 인증 수단 영수증', '아로소미 리뷰 1,054 사진 12 팔로우 굿 반응 남기기 방문일 22.8.19.금 2022년 8월 19일 금요일 1번째 방문 인증 수단 영수증', 'bebe830921 리뷰 457 사진 29 팔로우 조아요 반응 남기기 방문일 22.8.6.토 2022년 8월 6일 토요일 1번째 방문 인증 수단 영수증']"
원주시 북원상가시장,,[]
원주시 민속풍물시장,,"['천지인9840 리뷰 3,124 사진 5 팔로우 대추가 맛있어요 반응 남기기 방문일 21.10.9.토 2021년 10월 9일 토요일 1번째 방문 인증 수단 영수증', '항상 건강하세요 리뷰 71 사진 43 팔로우 별점 5 점 반응 남기기 방문일 20.6.14.일 2020년 6월 14일 일요일 2번째 방문 인증 수단 영수증', '항상 건강하세요 리뷰 71 사진 43 팔로우 별점 5 점 좋아요 반응 남기기 방문일 20.6.14.일 2020년 6월 14일 일요일 1번째 방문 인증 수단 영수증']"
인제군 기린전통시장,,[]
인제군 원통시장,,[]
인제군 인제시장,,"['고모스 리뷰 984 사진 748 팔로우 좋음 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.8.25.일 2024년 8월 25일 일요일 1번째 방문 인증 수단 영수증', '지구사랑31 리뷰 1,045 사진 71 팔로우 굿 볼거리가 많아요 반응 남기기 방문일 24.7.24.수 2024년 7월 24일 수요일 1번째 방문 인증 수단 영수증', 'tng**** 리뷰 196 사진 66 팔로워 15 팔로우 청국장 너무 맛있어요   자주먹고 싶은 맛이예요 주차하기 편해요 +1 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.8.27.일 2023년 8월 27일 일요일 1번째 방문 인증 수단 영수증', '연우맘8185 리뷰 898 사진 125 팔로우 맛있어요..특색있는 음식이 다양해요 가성비가 좋아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.1.26.목 2023년 1월 26일 목요일 1번째 방문 인증 수단 영수증', 'yun**** 리뷰 767 사진 121 팔로워 1 팔로우 굿 반응 남기기 방문일 22.9.6.화 2022년 9월 6일 화요일 1번째 방문 인증 수단 영수증', 'pom**** 리뷰 228 사진 1 팔로우 반응 남기기 방문일 22.9.1.목 2022년 9월 1일 목요일 1번째 방문 인증 수단 영수증', '김미경39 리뷰 37 팔로우 굿 반응 남기기 방문일 22.8.14.일 2022년 8월 14일 일요일 1번째 방문 인증 수단 영수증', 'wpd**** 리뷰 103 팔로우 대화하기조아요 반응 남기기 방문일 22.8.5.금 2022년 8월 5일 금요일 1번째 방문 인증 수단 영수증', 'kmj**** 리뷰 417 사진 7 팔로우 맛있고 친절해요 반응 남기기 방문일 22.7.5.화 2022년 7월 5일 화요일 1번째 방문 인증 수단 영수증', '릴리리야여름가을 리뷰 1,491 사진 197 팔로워 23 팔로우 굿 반응 남기기 방문일 22.6.20.월 2022년 6월 20일 월요일 1번째 방문 인증 수단 영수증']"
정선군 고한구공탄시장,4.1,"['여유2464 리뷰 1,618 사진 163 팔로워 7 팔로우 좋아요 친절해요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.5.토 2024년 10월 5일 토요일 1번째 방문 인증 수단 영수증', '하비짱7400 리뷰 961 사진 1,823 팔로워 28 팔로우 가격이 합리적이지 않아요~ 비싸요… 표정을 눌러 반응을 남겨 보세요! 반응 남기기 1 명 방문일 24.9.20.금 2024년 9월 20일 금요일 1번째 방문 인증 수단 결제내역', '콧바람이 슝슝 리뷰 173 사진 240 팔로우 야시장이 포근하고 예뻐요. 먹을 것도 다양해요. 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.8.23.금 2024년 8월 23일 금요일 1번째 방문 인증 수단 영수증', '꿈꾸는코끼리 리뷰 395 사진 20 팔로워 1 팔로우 정선 나물을 구매할 수 있어서 좋았어요! 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.8.18.일 2024년 8월 18일 일요일 1번째 방문 인증 수단 영수증', '이화월백7 리뷰 1,249 사진 6,396 팔로워 128 팔로우 정암사 개산문화제, 삼탄아트마인 윤후명 문학미술전 때문에 정선여행 왔다가 고한역 앞 전통시장 투어 후, 우정시장 저녁식사 때문에 들린... 강원도 정선군 고한읍 구공탄 시장 주차장 굿~~ 더보기 주차하기 편해요 반응 남기기 방문일 24.8.2.금 2024년 8월 2일 금요일 1번째 방문 인증 수단 영수증', '리뷰진행시켜 리뷰 913 사진 456 팔로워 20 팔로우 시장 입구부터가 특색이 있어 눈이 갑니다ㅎㅎ 컨셉이 독특해요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.6.14.금 2024년 6월 14일 금요일 1번째 방문 인증 수단 결제내역', 'happyyome 리뷰 816 사진 360 팔로우 주차요금 유료 반응 남기기 방문일 24.1.9.화 2024년 1월 9일 화요일 1번째 방문 인증 수단 영수증', '5072ooong 리뷰 631 사진 92 팔로워 2 팔로우 주차 주차하기 편해요 반응 남기기 방문일 23.11.20.월 2023년 11월 20일 월요일 2번째 방문 인증 수단 영수증', '엄마앙 리뷰 953 사진 169 팔로우 좋아요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 23.11.3.금 2023년 11월 3일 금요일 1번째 방문 인증 수단 영수증', 'bsb**** 리뷰 848 팔로우 굿 주차하기 편해요 반응 남기기 방문일 23.10.24.화 2023년 10월 24일 화요일 1번째 방문 인증 수단 영수증']"
정선군 정선사북시장,,['예은2078 리뷰 10 사진 17 팔로우 파스타도 매콤해서 맛있고 스테이크도 맛있었어요 매장도 생각보다 넓고 깨끗해요 잘 먹었습니다 ???? 시설이 깔끔해요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.12.30.월 2024년 12월 30일 월요일 1번째 방문 인증 수단 영수증']
정선군 임계사통팔달시장,,[]
정선군 정선아리랑시장,4.32,"['최 민 식 리뷰 365 팔로우 ㅡ 반응 남기기 방문일 6.2.월 2025년 6월 2일 월요일 1번째 방문 인증 수단 영수증', 'psy0359 리뷰 1,170 사진 346 팔로워 7 팔로우 맛있어요 ㅎㅎ 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 4.17.목 2025년 4월 17일 목요일 4번째 방문 인증 수단 영수증', '다현3 리뷰 595 사진 349 팔로우 취나물 부드럽고 좋아요 주차하기 편해요 반응 남기기 방문일 24.10.12.토 2024년 10월 12일 토요일 1번째 방문 인증 수단 영수증', '보다도 리뷰 1,077 사진 26 팔로워 1 팔로우 친절해요 볼거리가 많아요 +3 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.10.6.일 2024년 10월 6일 일요일 1번째 방문 인증 수단 영수증', '386zzz 리뷰 72 사진 33 팔로우 볶은콩에 초콜렛 ~ 맛있어요 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.9.9.월 2024년 9월 9일 월요일 1번째 방문 인증 수단 영수증', '멜랑콜리커 리뷰 1,805 사진 6,266 팔로워 55 팔로우 요즘 핫하다는 벌집 아수쿠림 정선5일장 깨끗하고 상인들도 친절하고 물건도 아주 좋다!! 떡쇠네, 아라리나물 강력추천!!! 최고~~ 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.8.15.목 2024년 8월 15일 목요일 1번째 방문 인증 수단 영수증', '루기 리뷰 288 사진 855 팔로워 25 팔로우 정선 아리랑 시장 방문하시면 벌꿀집 올라간 아이스크림 드셔보세요! 공영 화장실 쪽에 위치해 있는데 의자도 여러 개 설치되어 있어서 앉아서 먹기 좋습니다. 아이스크림 위에 꿀도 뿌려주셔서 달달하니 시원하게 먹기 좋더라구요. ?? 더보기 볼거리가 많아요 +4 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.7.30.화 2024년 7월 30일 화요일 1번째 방문 인증 수단 영수증', 'psy0359 리뷰 1,170 사진 346 팔로워 7 팔로우 주차공간이없어요ㅠ 볼거리가 많아요 +2 개의 리뷰가 더 있습니다 펼쳐보기 반응 남기기 방문일 24.7.12.금 2024년 7월 12일 금요일 3번째 방문 인증 수단 결제내역', '험프리스혀니 리뷰 1,293 사진 1 팔로워 18 팔로우 긋 시설이 깔끔해요 반응 남기기 방문일 24.7.6.토 2024년 7월 6일 토요일 1번째 방문 인증 수단 영수증', '선정문 리뷰 1,948 사진 5 팔로우 커피는 아니네요 볼거리가 많아요 반응 남기기 방문일 24.6.15.토 2024년 6월 15일 토요일 1번째 방문 인증 수단 영수증']"
철원군 신철원시장,,[]
